,ASVs,Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomy
ASV_2636,ASV_2636,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,s__michotii,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__michotii
ASV_2637,ASV_2637,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paracamarosporium,s__psoraleae,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium;s__psoraleae
ASV_2638,ASV_2638,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amorosiaceae,g__Angustimassarina,s__acerina,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Amorosiaceae;g__Angustimassarina;s__acerina
ASV_2639,ASV_2639,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Phaeomoniellales,f__Phaeomoniellaceae,g__Pseudophaeomoniella,s__oleae,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Pseudophaeomoniella;s__oleae
ASV_2640,ASV_2640,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,g__Teichospora,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;NA
ASV_2641,ASV_2641,k__Fungi,p__Ascomycota,c__Lecanoromycetes,NA,NA,NA,NA,k__Fungi;p__Ascomycota;c__Lecanoromycetes;NA;NA;NA;NA
ASV_2643,ASV_2643,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__vestergrenii,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__vestergrenii
ASV_2645,ASV_2645,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,NA,NA,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;NA;NA
ASV_2647,ASV_2647,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Bezerromycetaceae,g__Bezerromyces,s__brasiliensis,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Bezerromycetaceae;g__Bezerromyces;s__brasiliensis
ASV_2648,ASV_2648,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,NA,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;NA
ASV_2649,ASV_2649,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA
ASV_2650,ASV_2650,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__eucalyptorum,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__eucalyptorum
ASV_2652,ASV_2652,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,s__mors-panacis,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__mors-panacis
ASV_2653,ASV_2653,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA
ASV_2654,ASV_2654,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2655,ASV_2655,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Derxomyces,s__mrakii,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Derxomyces;s__mrakii
ASV_2656,ASV_2656,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,k__Fungi;p__Basidiomycota;NA;NA;NA;NA;NA
ASV_2657,ASV_2657,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;NA;NA;NA
ASV_2658,ASV_2658,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2660,ASV_2660,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA
ASV_2661,ASV_2661,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2662,ASV_2662,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,f__Mniaeciaceae,g__Epithamnolia,s__rangiferinae,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Mniaeciaceae;g__Epithamnolia;s__rangiferinae
ASV_2664,ASV_2664,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;NA
ASV_2665,ASV_2665,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,NA,NA,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;NA;NA
ASV_2666,ASV_2666,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,NA,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;NA
ASV_2667,ASV_2667,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,NA,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;NA
ASV_2668,ASV_2668,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__trichophoricola,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Stagonospora;s__trichophoricola
ASV_2669,ASV_2669,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,NA,NA,NA,NA,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;NA;NA;NA;NA
ASV_2670,ASV_2670,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Extremaceae,g__Petrophila,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Extremaceae;g__Petrophila;NA
ASV_2671,ASV_2671,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,s__sclerotigenum,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__sclerotigenum
ASV_2672,ASV_2672,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2673,ASV_2673,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;NA;NA
ASV_2674,ASV_2674,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;NA;NA;NA
ASV_2676,ASV_2676,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;NA;NA
ASV_2678,ASV_2678,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,NA,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Genolevuria;NA
ASV_2679,ASV_2679,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Aureobasidiaceae,g__Kabatiella,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Aureobasidiaceae;g__Kabatiella;NA
ASV_2680,ASV_2680,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium;NA
ASV_2681,ASV_2681,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;NA;NA
ASV_2682,ASV_2682,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2683,ASV_2683,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Leptosphaeria,s__veronicae,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria;s__veronicae
ASV_2684,ASV_2684,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2685,ASV_2685,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Pringsheimia,s__euphorbiae,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothioraceae;g__Pringsheimia;s__euphorbiae
ASV_2686,ASV_2686,k__Fungi,p__Ascomycota,c__Lecanoromycetes,NA,NA,NA,NA,k__Fungi;p__Ascomycota;c__Lecanoromycetes;NA;NA;NA;NA
ASV_2687,ASV_2687,k__Fungi,p__Ascomycota,c__Lecanoromycetes,NA,NA,NA,NA,k__Fungi;p__Ascomycota;c__Lecanoromycetes;NA;NA;NA;NA
ASV_2688,ASV_2688,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,NA,NA,NA,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;NA;NA;NA
ASV_2690,ASV_2690,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Diaporthe;NA
ASV_2691,ASV_2691,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2692,ASV_2692,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,s__minutissima,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora;s__minutissima
ASV_2693,ASV_2693,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;NA;NA
ASV_2694,ASV_2694,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Parapyrenochaeta,s__acaciae,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Parapyrenochaeta;s__acaciae
ASV_2695,ASV_2695,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,g__Teichospora,s__viticola,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichospora;s__viticola
ASV_2696,ASV_2696,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__poagena,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__poagena
ASV_2697,ASV_2697,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,NA,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;NA
ASV_2698,ASV_2698,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,NA,NA,NA,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;NA;NA;NA
ASV_2699,ASV_2699,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2700,ASV_2700,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Clitocybe,s__amarescens,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe;s__amarescens
ASV_2701,ASV_2701,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,k__Fungi;p__Basidiomycota;NA;NA;NA;NA;NA
ASV_2702,ASV_2702,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,k__Fungi;p__Basidiomycota;NA;NA;NA;NA;NA
ASV_2703,ASV_2703,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2704,ASV_2704,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2705,ASV_2705,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetales_fam_Incertae_sedis,g__Peniophorella,NA,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Peniophorella;NA
ASV_2707,ASV_2707,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;NA;NA;NA
ASV_2708,ASV_2708,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Lentithecium,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Lentithecium;NA
ASV_2709,ASV_2709,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lycoperdaceae,g__Bovista,s__plumbea,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Bovista;s__plumbea
ASV_2710,ASV_2710,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;NA;NA;NA
ASV_2711,ASV_2711,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;NA
ASV_2712,ASV_2712,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA,NA,k__Fungi;p__Ascomycota;c__Eurotiomycetes;NA;NA;NA;NA
ASV_2713,ASV_2713,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,s__polymorpha,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__polymorpha
ASV_2714,ASV_2714,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2715,ASV_2715,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,s__hirta,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Septoriella;s__hirta
ASV_2716,ASV_2716,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,g__Exidia,s__glandulosa,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia;s__glandulosa
ASV_2717,ASV_2717,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,s__epicalamia,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Crocicreas;s__epicalamia
ASV_2718,ASV_2718,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Sympodiella,s__quercina,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Sympodiella;s__quercina
ASV_2719,ASV_2719,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,k__Fungi;p__Basidiomycota;NA;NA;NA;NA;NA
ASV_2720,ASV_2720,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__capensis,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__capensis
ASV_2721,ASV_2721,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Amaurodon,s__aquicoeruleus,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Amaurodon;s__aquicoeruleus
ASV_2722,ASV_2722,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__antarctica,k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina;s__antarctica
ASV_2723,ASV_2723,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;NA;NA
ASV_2724,ASV_2724,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Volucrispora,s__graminea,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Volucrispora;s__graminea
ASV_2725,ASV_2725,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2726,ASV_2726,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,s__tofieldiae,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__tofieldiae
ASV_2727,ASV_2727,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;NA;NA;NA
ASV_2728,ASV_2728,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Phaeomoniellales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;NA;NA;NA
ASV_2729,ASV_2729,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2730,ASV_2730,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium;NA
ASV_2731,ASV_2731,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,NA,NA,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;NA;NA
ASV_2732,ASV_2732,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2733,ASV_2733,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2734,ASV_2734,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2735,ASV_2735,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2736,ASV_2736,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;NA;NA
ASV_2737,ASV_2737,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;NA;NA;NA
ASV_2738,ASV_2738,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2739,ASV_2739,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;NA;NA
ASV_2741,ASV_2741,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA
ASV_2742,ASV_2742,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pustularia,NA,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pustularia;NA
ASV_2743,ASV_2743,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Stereaceae,g__Stereum,s__hirsutum,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum;s__hirsutum
ASV_2744,ASV_2744,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Phaffomycetaceae,g__Cyberlindnera,NA,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;NA
ASV_2745,ASV_2745,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Strophariaceae,g__Pholiota,s__terrestris,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota;s__terrestris
ASV_2746,ASV_2746,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;NA;NA;NA;NA
ASV_2747,ASV_2747,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__rosigena,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;s__rosigena
ASV_2748,ASV_2748,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2750,ASV_2750,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2751,ASV_2751,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;NA;NA;NA
ASV_2752,ASV_2752,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothideaceae,g__Dothidea,s__sambuci,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Dothidea;s__sambuci
ASV_2753,ASV_2753,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2754,ASV_2754,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2755,ASV_2755,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__fristingensis,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Dioszegia;s__fristingensis
ASV_2756,ASV_2756,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA,k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV_2757,ASV_2757,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,NA,NA,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;NA;NA
ASV_2758,ASV_2758,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Trametes,s__versicolor,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes;s__versicolor
ASV_2759,ASV_2759,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;NA;NA
ASV_2760,ASV_2760,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;NA;NA;NA
ASV_2763,ASV_2763,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Hamamotoa,s__singularis,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Chrysozymaceae;g__Hamamotoa;s__singularis
ASV_2764,ASV_2764,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,NA,NA,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;NA;NA
ASV_2765,ASV_2765,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,s__gigantea,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis;s__gigantea
ASV_2766,ASV_2766,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lentitheciaceae,g__Pleurophoma,s__ossicola,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Pleurophoma;s__ossicola
